,Name,Brand,Price,Link
80,"Acer Aspire 3 A315-58 Core i5 11th Gen 512GB SSD 15.6"" FHD Laptop",Acer,66000,https://www.startech.com.bd/acer-aspire-3-a315-58-core-i5-11th-gen-512gb-ssd-laptop
81,"Acer Aspire 5 A515-56 Core i5 11th Gen 15.6"" FHD Laptop With Backlit Keyboard",Acer,66500,https://www.startech.com.bd/acer-aspire-5-a515-56-core-i5-11th-gen-laptop
82,"Lenovo K14 Core i3 11th Gen 14"" FHD Business Series Laptop",Lenovo,66500,https://www.startech.com.bd/lenovo-k14-core-i3-11th-gen-laptop
83,"Lenovo IdeaPad 3 Ryzen 5 5500U 15.6"" FHD Laptop",Lenovo,65000,https://www.startech.com.bd/lenovo-ideapad-3-ryzen-5-5500u-laptop
84,"Dell Vostro 14 3400 Core i5 11th Gen 14"" FHD Laptop",Dell,67500,https://www.startech.com.bd/dell-vostro-14-3400-i5-laptop
85,"Acer TravelMate TMP214-53 Core i5 11th Gen 512GB SSD 14"" FHD Laptop",Acer,67900,https://www.startech.com.bd/acer-travelmate-tmp214-53-core-i5-11th-gen-fhd-laptop
86,"HP 15s-eq2690AU Ryzen 5 5500U 15.6"" FHD Laptop",HP,68000,https://www.startech.com.bd/hp-15s-eq2690au-ryzen-5-5500u-laptop
87,"ASUS VivoBook 15 X515JA Core i5 10th Gen 512GB SSD 15.6"" FHD Laptop",ASUS,68000,https://www.startech.com.bd/asus-vivobook-15-x515ja-core-i5-10th-gen-laptop
88,"Asus Vivobook S15 S513EA Core i3 11th Gen 4GB RAM 15.6"" OLED FHD Laptop",Asus,68500,https://www.startech.com.bd/asus-vivobook-s15-s513ea-core-i3-11th-gen-oled-fhd-laptop
89,"ASUS VivoBook 15 X515EA Core i5 11th Gen 15.6"" FHD Laptop",ASUS,69000,https://www.startech.com.bd/asus-vivobook-15-x515ea-i5-11th-gen-laptop
90,"ASUS VivoBook 15 X1502ZA Core i3 12th Gen 15.6"" FHD Laptop",ASUS,69990,https://www.startech.com.bd/asus-vivobook-15-x1502za-core-i3-12th-gen-laptop
91,"ASUS VivoBook 14 X1402ZA Core i3 12th Gen 14"" FHD Laptop",ASUS,69990,https://www.startech.com.bd/asus-vivobook-14-x1402za-core-i3-12th-gen-fhd-laptop
92,"HP 15s-eq3234AU Ryzen 5 5625U 15.6"" FHD Laptop",HP,70000,https://www.startech.com.bd/hp-15s-eq3234au-ryzen-5-5625u-laptop
93,"Avita Liber V14 Core i5 11th Gen 14"" FHD Laptop Soft Lavender",Avita,70950,https://www.startech.com.bd/avita-liber-v14-core-i5-11th-gen-laptop-soft-lavender
94,"Avita Liber V14 Core i5 11th Gen 14"" FHD Laptop Infinite Black",Avita,70950,https://www.startech.com.bd/avita-liber-v14-core-i5-11th-gen-laptop-infinite-black
95,"Avita Liber V14 Core i5 11th Gen 14"" FHD Laptop Star Silver",Avita,70950,https://www.startech.com.bd/avita-liber-v14-core-i5-11th-gen-laptop-star-silver
96,"Avita Liber V14 Core i5 11th Gen 14"" FHD Laptop Aqua Blue",Avita,70950,https://www.startech.com.bd/avita-liber-v14-core-i5-11th-gen-laptop-aqua-blue
97,"Avita Liber V14 Core i5 11th Gen 14"" FHD Laptop Anchor Grey",Avita,70950,https://www.startech.com.bd/avita-liber-v14-core-i5-11th-gen-laptop-anchor-grey
98,"Avita Liber V14 Core i5 11th Gen 14"" FHD Laptop Golden Matt Black",Avita,70950,https://www.startech.com.bd/avita-liber-v14-core-i5-11th-gen-laptop-golden-matt-black
99,"Asus Vivobook S15 S513EA Core i3 11th Gen 15.6"" OLED FHD Laptop",Asus,71000,https://www.startech.com.bd/asus-vivobook-s15-s513ea-core-i3-11th-gen-oled-laptop
100,"ASUS ExpertBook P1 P1412CEA Core i5 11th Gen 14"" FHD Laptop",ASUS,71000,https://www.startech.com.bd/asus-expertbook-p1-p1412cea-core-i5-11th-gen-laptop
101,"Walton Tamarind MX511G Core i5 11th Gen 14"" FHD Laptop",Walton,71500,https://www.startech.com.bd/walton-tamarind-mx511g-core-i5-11th-gen-laptop
102,"Dell Inspiron 15 3525 Ryzen 5 5625U 15.6"" FHD Laptop",Dell,71500,https://www.startech.com.bd/dell-inspiron-15-3525-ryzen-5-fhd-laptop
103,"Avita Liber V14 Core i5 11th Gen 14"" FHD Laptop Flowers on Yellow",Avita,71990,https://www.startech.com.bd/avita-liber-v14-core-i5-11th-gen-laptop-flowers-on-yellow
104,"Avita Liber V14 Core i5 11th Gen 14"" FHD Laptop Iris on Ruby",Avita,71990,https://www.startech.com.bd/avita-liber-v14-core-i5-11th-gen-laptop-iris-on-ruby
105,"Avita Liber V14 Core i5 11th Gen 14"" FHD Laptop Paisley on Lilac",Avita,71990,https://www.startech.com.bd/avita-liber-v14-core-i5-11th-gen-laptop-paisley-on-lilac
106,"Avita Liber V14 Core i5 11th Gen 14"" FHD Laptop Snowflakes on Azure Blue",Avita,71990,https://www.startech.com.bd/avita-liber-v14-core-i5-11th-gen-laptop-snowflakes-on-azure-blue
107,"Avita Liber V14 Core i5 11th Gen 14"" FHD Laptop Snowflakes on Mountain Blue",Avita,71990,https://www.startech.com.bd/avita-liber-v14-core-i5-11th-gen-laptop-snowflakes-on-mountain-blue
108,"HP 15s-eq3619AU Ryzen 5 5625U 15.6"" FHD Laptop",HP,72900,https://www.startech.com.bd/hp-15s-eq3619au-ryzen-5-5625u-laptop
109,"ASUS ExpertBook P1 P1412CEA Core i5 11th 8GB RAM Gen 14"" FHD Laptop",ASUS,73000,https://www.startech.com.bd/asus-expertbook-p1-p1412cea-core-i5-11th-gen-fhd-laptop
110,"Dell Latitude 14 3420 Core i3 11th Gen 14"" FHD Laptop",Dell,73500,https://www.startech.com.bd/dell-latitude-14-3420-core-i3-11th-gen-fhd-laptop
111,"Realme Book Core i5 11th Gen 14"" 2k UHD Laptop",Realme,74000,https://www.startech.com.bd/realme-book-core-i5-laptop
112,"Realme Book Prime Core i5 11th Gen 14"" 2K UHD Laptop",Realme,74000,https://www.startech.com.bd/realme-book-prime-core-i5-laptop
113,"HP 15s-fq2643TU Core i5 11th Gen 15.6"" HD Laptop",HP,74500,https://www.startech.com.bd/hp-15s-fq2643tu-core-i5-11th-gen-laptop
114,"Walton Passion BX710U Core i7 10th Gen 15.6"" FHD Laptop",Walton,74550,https://www.startech.com.bd/walton-passion-bx710u-core-i7-10th-gen-laptop
115,"Lenovo IdeaPad Slim 3i 11th Gen Core i5 15.6"" FHD Laptop with 3 Years Warranty",Lenovo,75000,https://www.startech.com.bd/lenovo-ideapad-slim-3i-11th-gen-core-i5-fhd-laptop
116,"ASUS VivoBook 15 X1500EA Core i5 11th Gen 15.6"" FHD Laptop",ASUS,75500,https://www.startech.com.bd/asus-vivobook-15-x1500ea-core-i5-11th-gen-laptop
117,"HUAWEI MateBook B3-520 Core i5 11th Gen 15.6"" FHD Laptop",HUAWEI,76000,https://www.startech.com.bd/huawei-matebook-b3-520-core-i5-11th-gen-laptop
118,"ASUS VivoBook 15 X515EA Core i5 11th Gen 8 GB RAM 15.6"" FHD Laptop",ASUS,76500,https://www.startech.com.bd/asus-vivobook-15-x515ea-core-i5-11th-gen-8-gb-ram-15-6-fhd-laptop
119,"HP 14s-dq5445TU Core i5 12th Gen 14"" FHD Laptop",HP,76500,https://www.startech.com.bd/hp-14s-dq5445tu-core-i5-12th-gen-laptop
120,"HP Pavilion 15-eh1890AU Ryzen 5 5500U 15.6"" FHD Laptop",HP,77000,https://www.startech.com.bd/hp-pavilion-15-eh1890au-ryzen-5-fhd-laptop
121,"Lenovo IdeaPad 3 Ryzen 7 5700U 15.6"" FHD Laptop with Windows 11",Lenovo,77000,https://www.startech.com.bd/lenovo-ideapad-3-ryzen-7-laptop
122,"DOEL T10 Core i7 10th Gen 14"" FHD Laptop",DOEL,77500,https://www.startech.com.bd/doel-t10-core-i7-10th-gen-laptop
123,"Lenovo IdeaPad 3 Ryzen 7 5700U 14"" FHD Laptop with Windows 11",Lenovo,78000,https://www.startech.com.bd/lenovo-ideapad-3-ryzen-7-fhd-laptop
124,"ASUS VivoBook 14 K413EA Core i5 11th Gen 14"" FHD Laptop with Windows 11",ASUS,78000,https://www.startech.com.bd/asus-vivobook-14-k413ea-core-i5-laptop
125,"Asus VivoBook 14 X1400EA Core i5 11th Gen 14"" FHD Laptop",Asus,78500,https://www.startech.com.bd/asus-vivobook-14-x1400ea-core-i5-fhd-laptop
126,"ASUS VivoBook 15 X1500EA Core i5 11th Gen 512GB SSD 15.6"" FHD Laptop",ASUS,78500,https://www.startech.com.bd/asus-vivobook-15-x1500ea-i5-fhd-laptop
127,"Huawei MateBook D15 Core i5 11th Gen 15.6"" FHD Laptop",Huawei,76000,https://www.startech.com.bd/huawei-matebook-d-15-core-i5-11th-gen-laptop
128,"Huawei MateBook B3-420 Core i5 11th Gen 14"" FHD Laptop",Huawei,76000,https://www.startech.com.bd/huawei-matebook-b3-420-core-i5-11th-gen-fhd-laptop
129,"HP 15s-eq2335AU Ryzen 7 5700U 15.6"" FHD Laptop",HP,79500,https://www.startech.com.bd/hp-15s-eq2335au-ryzen-7-5700u-laptop
130,"HP 15s-du3039TX Core i5 11th Gen MX450 2GB Graphics 15.6"" FHD Laptop",HP,79500,https://www.startech.com.bd/hp-15s-du3039tx-core-i5-11th-gen-laptop
131,"Lenovo IdeaPad Slim 3i 15ITL Core i5 11th Gen MX350 2GB Graphics 15.6"" FHD Laptop with 03 Years Warranty",Lenovo,79900,https://www.startech.com.bd/lenovo-ideapad-slim-3i-15itl-i5-11th-gen-fhd-laptop
132,"Lenovo V14 Core i5 11th Gen 1TB SATA 14"" FHD Laptop",Lenovo,80000,https://www.startech.com.bd/lenovo-v14-core-i5-11th-gen-fhd-laptop
133,"HP 15s-fq5620TU Core i5 12th Gen 15.6"" FHD Laptop",HP,80900,https://www.startech.com.bd/hp-15s-fq5620tu-core-i5-12th-gen-laptop
134,"Dell Inspiron 15 3520 Core i5 12th Gen 15.6"" FHD Laptop",Dell,81000,https://www.startech.com.bd/dell-inspiron-15-3520-core-i5-fhd-laptop
135,"Lenovo K14 Core i5 11th Gen 14"" FHD Business Series Laptop",Lenovo,81500,https://www.startech.com.bd/lenovo-k14-core-i5-11th-gen-laptop
136,"Dell Latitude 14 3420 Core i5 11th Gen 512GB SSD 14"" HD Laptop",Dell,82000,https://www.startech.com.bd/dell-latitude-14-3420-core-i5-11th-gen-hd-laptop
137,"Acer TravelMate TMP214-53 Core i7 11th Gen 14"" FHD Laptop",Acer,80000,https://www.startech.com.bd/acer-travelmate-tmp214-53-core-i7-11th-gen-laptop
138,"Lenovo IdeaPad Slim 5i Core i5 11th Gen 256GB SSD 15.6"" FHD Laptop",Lenovo,83000,https://www.startech.com.bd/lenovo-ideapad-slim-5i-core-i5-fhd-laptop
139,"Lenovo IdeaPad Slim 5i Core i5 11th Gen 512GB SSD MX450 2GB Graphics 14"" FHD Laptop",Lenovo,83500,https://www.startech.com.bd/lenovo-ideapad-slim-5i-core-i5-11th-gen-fhd-laptop
140,"Lenovo ThinkPad E14 Gen 2 Core i5 11th Gen 14"" FHD Laptop",Lenovo,83500,https://www.startech.com.bd/lenovo-thinkpad-e14-gen-2-laptop
141,"Lenovo ThinkBook 14 Gen 2 ITL Core i5 11th Gen 512GB 14"" FHD Laptop",Lenovo,83500,https://www.startech.com.bd/lenovo-thinkbook-14-gen-2-itl-core-i5-11th-gen-fhd-laptop
142,"Xiaomi Mi NoteBook Pro Core i5 11th Gen 14"" 2.5K Display Laptop",Xiaomi,84000,https://www.startech.com.bd/xiaomi-notebook-pro-i5-11th-gen-laptop
143,"ASUS VivoBook 14 K413EA Core i5 11th Gen 16GB RAM 14"" FHD Laptop",ASUS,84000,https://www.startech.com.bd/asus-vivobook-14-k413ea-core-i5-11th-gen-16gb-ram-14-fhd-laptop
144,Dell Inspiron 15 3511 Core i5 11th Gen 512GB SSD MX350 2GB Graphics with Fingerprint,Dell,84500,https://www.startech.com.bd/dell-inspiron-15-3511-core-i5-11th-gen-2gb-graphics-laptop
145,"Walton Tamarind MX711G Core i7 11th Gen 14"" FHD Laptop",Walton,84500,https://www.startech.com.bd/walton-tamarind-mx711g-core-i7-11th-gen-laptop
146,"Acer TravelMate TMP214-53 Core i7 11th Gen 512GB SSD 14"" FHD Laptop",Acer,84900,https://www.startech.com.bd/acer-travelmate-tmp214-53-core-i7-11th-gen-fhd-laptop
147,"HP ProBook 440 G8 Core i5 11th Gen 14"" HD Laptop",HP,85000,https://www.startech.com.bd/hp-probook-440-g8-core-i5-11th-gen-hd-laptop
148,"Asus ExpertBook B1 B1400CEAE Core i5 11th Gen 14"" FHD Laptop",Asus,85500,https://www.startech.com.bd/asus-expertbook-b1-b1400ceae-core-i5-11th-gen-laptop
149,"Dell Inspiron 15 3525 Ryzen 7 5825U 15.6"" FHD Laptop",Dell,86000,https://www.startech.com.bd/dell-inspiron-15-3525-ryzen-7-fhd-laptop
