,Name,Brand,Price,Link,Storage
115,"ASUS VivoBook 15 X1500EA Core i5 11th Gen 15.6"" FHD Laptop",ASUS,75500,https://www.startech.com.bd/asus-vivobook-15-x1500ea-core-i5-11th-gen-laptop,"RAM: 8GB DDR4 , Storage: 1TB HDD"
116,"HUAWEI MateBook B3-520 Core i5 11th Gen 15.6"" FHD Laptop",HUAWEI,76000,https://www.startech.com.bd/huawei-matebook-b3-520-core-i5-11th-gen-laptop,"RAM: 8GB LPDDR4X, Storage: 512GB SSD"
117,"ASUS VivoBook 15 X515EA Core i5 11th Gen 8 GB RAM 15.6"" FHD Laptop",ASUS,74000,https://www.startech.com.bd/asus-vivobook-15-x515ea-core-i5-11th-gen-8-gb-ram-15-6-fhd-laptop,"RAM: 8GB DDR4 RAM (ON BOARD), Storage: 512GB SSD"
118,"HP 14s-dq5445TU Core i5 12th Gen 14"" FHD Laptop",HP,76500,https://www.startech.com.bd/hp-14s-dq5445tu-core-i5-12th-gen-laptop,"RAM: 8GB RAM, Storage: 512GB SSD"
119,"HP Pavilion 15-eh1890AU Ryzen 5 5500U 15.6"" FHD Laptop",HP,74000,https://www.startech.com.bd/hp-pavilion-15-eh1890au-ryzen-5-fhd-laptop,RAM: 8GB DDR4 3200MHz RAM
120,"Lenovo IdeaPad 3 Ryzen 7 5700U 15.6"" FHD Laptop with Windows 11",Lenovo,77000,https://www.startech.com.bd/lenovo-ideapad-3-ryzen-7-laptop,RAM: 8GB 3200MHZ RAM ( 2 x 4GB )
121,"DOEL T10 Core i7 10th Gen 14"" FHD Laptop",DOEL,77500,https://www.startech.com.bd/doel-t10-core-i7-10th-gen-laptop,"RAM: 8GB DDR4, Storage: 512GB SSD"
122,"Lenovo IdeaPad 3 Ryzen 7 5700U 14"" FHD Laptop with Windows 11",Lenovo,78000,https://www.startech.com.bd/lenovo-ideapad-3-ryzen-7-fhd-laptop,RAM: 8GB 3200MHZ RAM ( 2 x 4GB )
123,"ASUS VivoBook 14 K413EA Core i5 11th Gen 14"" FHD Laptop with Windows 11",ASUS,78000,https://www.startech.com.bd/asus-vivobook-14-k413ea-core-i5-laptop,"RAM: 8GB DDR4 (On Board), Storage: 512GB SSD"
124,"Asus VivoBook 14 X1400EA Core i5 11th Gen 14"" FHD Laptop",Asus,78500,https://www.startech.com.bd/asus-vivobook-14-x1400ea-core-i5-fhd-laptop,"RAM: 8GB DDR4 , Storage: 512GB SSD"
125,"ASUS VivoBook 15 X1500EA Core i5 11th Gen 512GB SSD 15.6"" FHD Laptop",ASUS,78500,https://www.startech.com.bd/asus-vivobook-15-x1500ea-i5-fhd-laptop,"RAM: 8GB DDR4 , Storage: 512GB SSD"
126,"Huawei MateBook D15 Core i5 11th Gen 15.6"" FHD Laptop",Huawei,76000,https://www.startech.com.bd/huawei-matebook-d-15-core-i5-11th-gen-laptop,"RAM: 8GB DDR4 , Storage: 512GB SSD"
127,"Huawei MateBook B3-420 Core i5 11th Gen 14"" FHD Laptop",Huawei,76000,https://www.startech.com.bd/huawei-matebook-b3-420-core-i5-11th-gen-fhd-laptop,"RAM: 8GB DDR4 , Storage: 512GB SSD"
128,"HP 15s-eq2335AU Ryzen 7 5700U 15.6"" FHD Laptop",HP,79500,https://www.startech.com.bd/hp-15s-eq2335au-ryzen-7-5700u-laptop,"RAM: 8 GB 3200 MHz, Storage: 512GB SSD"
129,"HP 15s-du3039TX Core i5 11th Gen MX450 2GB Graphics 15.6"" FHD Laptop",HP,79500,https://www.startech.com.bd/hp-15s-du3039tx-core-i5-11th-gen-laptop,"RAM: 8GB 2666, Storage: 1 TB 5400 HDD"
130,"Lenovo IdeaPad Slim 3i 15ITL Core i5 11th Gen MX350 2GB Graphics 15.6"" FHD Laptop with 03 Years Warranty",Lenovo,76500,https://www.startech.com.bd/lenovo-ideapad-slim-3i-15itl-i5-11th-gen-fhd-laptop,"RAM: 8GB DDR4 3200MHz , Storage: 512GB SSD"
131,"Lenovo V14 Core i5 11th Gen 1TB SATA 14"" FHD Laptop",Lenovo,80000,https://www.startech.com.bd/lenovo-v14-core-i5-11th-gen-fhd-laptop,"RAM: 8GB DDR4, Storage: 1TB SATA"
132,"HP 15s-fq5620TU Core i5 12th Gen 15.6"" FHD Laptop",HP,78000,https://www.startech.com.bd/hp-15s-fq5620tu-core-i5-12th-gen-laptop,"RAM: 8GB RAM, Storage: 512GB SSD"
133,"Dell Inspiron 15 3520 Core i5 12th Gen 15.6"" FHD Laptop",Dell,79000,https://www.startech.com.bd/dell-inspiron-15-3520-core-i5-fhd-laptop,"RAM: 8GB RAM, Storage: 512GB SSD"
134,"Lenovo K14 Core i5 11th Gen 14"" FHD Business Series Laptop",Lenovo,81500,https://www.startech.com.bd/lenovo-k14-core-i5-11th-gen-laptop,"RAM: 8GB DDR4 3200MHz, Storage: 512GB SSD"
135,"Dell Latitude 14 3420 Core i5 11th Gen 512GB SSD 14"" HD Laptop",Dell,82000,https://www.startech.com.bd/dell-latitude-14-3420-core-i5-11th-gen-hd-laptop,"RAM: 8 GB 3200MHz DDR4, Storage: 512GB SSD"
136,"Acer TravelMate TMP214-53 Core i7 11th Gen 14"" FHD Laptop",Acer,80000,https://www.startech.com.bd/acer-travelmate-tmp214-53-core-i7-11th-gen-laptop,"RAM: 8GB 3200MHz, Storage: 1TB HDD"
137,"Lenovo IdeaPad Slim 5i Core i5 11th Gen 256GB SSD 15.6"" FHD Laptop",Lenovo,83000,https://www.startech.com.bd/lenovo-ideapad-slim-5i-core-i5-fhd-laptop,8GB DDR4 3200MHz RAM
138,"Lenovo IdeaPad Slim 5i Core i5 11th Gen 512GB SSD MX450 2GB Graphics 14"" FHD Laptop",Lenovo,83500,https://www.startech.com.bd/lenovo-ideapad-slim-5i-core-i5-11th-gen-fhd-laptop,8GB DDR4 3200MHz RAM
139,"Lenovo ThinkPad E14 Gen 2 Core i5 11th Gen 14"" FHD Laptop",Lenovo,83500,https://www.startech.com.bd/lenovo-thinkpad-e14-gen-2-laptop,RAM: 8GB DDR4 3200MHz
140,"Lenovo ThinkBook 14 Gen 2 ITL Core i5 11th Gen 512GB 14"" FHD Laptop",Lenovo,83500,https://www.startech.com.bd/lenovo-thinkbook-14-gen-2-itl-core-i5-11th-gen-fhd-laptop,"RAM: 8GB RAM, Storage: 512GB SSD"
141,"Xiaomi Mi NoteBook Pro Core i5 11th Gen 14"" 2.5K Display Laptop",Xiaomi,80000,https://www.startech.com.bd/xiaomi-notebook-pro-i5-11th-gen-laptop,"RAM: 16 GB DDR4 3200MHz RAM, Storage: 512 GB PCIe NVMe SSD"
142,"ASUS VivoBook 14 K413EA Core i5 11th Gen 16GB RAM 14"" FHD Laptop",ASUS,84000,https://www.startech.com.bd/asus-vivobook-14-k413ea-core-i5-11th-gen-16gb-ram-14-fhd-laptop,"RAM:16GB RAM (ON BOARD), Storage: 512GB SSD"
143,Dell Inspiron 15 3511 Core i5 11th Gen 512GB SSD MX350 2GB Graphics with Fingerprint,Dell,81500,https://www.startech.com.bd/dell-inspiron-15-3511-core-i5-11th-gen-2gb-graphics-laptop,"RAM: 8GB DDR4, Storage: 512GB NVMe SSD"
144,"Walton Tamarind MX711G Core i7 11th Gen 14"" FHD Laptop",Walton,84500,https://www.startech.com.bd/walton-tamarind-mx711g-core-i7-11th-gen-laptop,"RAM: 8GB 3200MHz, Storage: 512GB SSD"
145,"Acer TravelMate TMP214-53 Core i7 11th Gen 512GB SSD 14"" FHD Laptop",Acer,84900,https://www.startech.com.bd/acer-travelmate-tmp214-53-core-i7-11th-gen-fhd-laptop,"RAM:  8GB 3200MHz, Storage: 512 GB SSD"
146,"HP ProBook 440 G8 Core i5 11th Gen 14"" HD Laptop",HP,80500,https://www.startech.com.bd/hp-probook-440-g8-core-i5-11th-gen-hd-laptop,"RAM: 8GB DDR4, Storage: 512GB NVMe SSD"
147,"Asus ExpertBook B1 B1400CEAE Core i5 11th Gen 14"" FHD Laptop",Asus,85500,https://www.startech.com.bd/asus-expertbook-b1-b1400ceae-core-i5-11th-gen-laptop,RAM: 8GB DDR4-3200MHz
148,"Dell Inspiron 15 3525 Ryzen 7 5825U 15.6"" FHD Laptop",Dell,86000,https://www.startech.com.bd/dell-inspiron-15-3525-ryzen-7-fhd-laptop,"RAM: 8GB RAM, Storage: 512GB SSD"
149,"Dell Vostro 15 3510 Core i5 11th Gen MX350 2GB Graphics 15.6"" FHD Laptop",Dell,86900,https://www.startech.com.bd/dell-vostro-15-3510-core-i5-11th-gen-laptop,8GB DDR4 3200MHz RAM + 512GB SSD
150,HP Probook 450 G8 Core i5 11th Gen 512GB SSD 15.6 inch FHD Laptop,HP,84000,https://www.startech.com.bd/hp-probook-450-g8-i5-512gb-ssd-fhd-laptop,"RAM: 8GB DDR4, Storage: 512GB NVMe SSD"
151,"HP ProBook 440 G8 Core i5 11th Gen 14"" FHD Laptop",HP,87000,https://www.startech.com.bd/hp-probook-440-g8-core-i5-11th-gen-laptop,"RAM: 8GB DDR4, Storage: 512GB NVMe SSD"
152,"Dell Inspiron 15 5510 Core i5 11th Gen 15.6"" FHD Laptop",Dell,87500,https://www.startech.com.bd/dell-inspiron-15-5510-core-i5-11th-gen-laptop,"RAM: 8GB, Storage: 512GB NVMe SSD"
153,"ASUS VivoBook 14 X1402ZA Core i5 12th Gen 14"" FHD Laptop",ASUS,88000,https://www.startech.com.bd/asus-vivobook-14-x1402za-core-i5-12th-gen-fhd-laptop,"RAM: 8GB DDR4, Storage: 512GB NVMe SSD"
154,"ASUS VivoBook 15 X1502ZA Core i5 12th Gen 15.6"" FHD Laptop",ASUS,88000,https://www.startech.com.bd/asus-vivobook-15-x1502za-core-i5-12th-gen-laptop,"RAM: 8GB DDR4 , Storage: 512GB SSD"
155,"Lenovo IdeaPad Flex 5 AMD Ryzen 5 5500U 14"" FHD Touch Laptop",Lenovo,89500,https://www.startech.com.bd/lenovo-ideapad-flex-5-amd-ryzen-5-5500u-14-inch-touch-laptop,"RAM: 8GB 3200MHZ , Storage: 512GB SSD"
156,"Acer Swift 5 SF514-55TA Core i5 11th Gen 14"" FHD Touch Laptop",Acer,76000,https://www.startech.com.bd/acer-swift-5-sf514-55ta-11th-gen-fhd-touch-laptop,8GB 3200MHz DDR4 RAM
157,Asus ExpertBook B3 Flip B3402FEA Core i5 14-inch 360° FHD Touch Laptop,Asus,79000,https://www.startech.com.bd/asus-expertbook-b3-flip-b3402fea-core-i5-11th-gen-touch-laptop,"RAM: 8GB 3200MHz, Storage: 512GB M.2 SSD"
158,"Acer Aspire 7 A715-42G-R2NE Ryzen 5 5500U GTX 1650 4GB Graphics 15.6"" FHD Gaming Laptop",Acer,86000,https://www.startech.com.bd/acer-aspire-7-a715-42g-r2ne-ryzen-5-5500u-gaming-laptop,"RAM: 8GB DDR4, Storage: 512GB SSD"
159,"HP ProBook 455 G9 Ryzen 5 5625U 15.6"" FHD Laptop",HP,84500,https://www.startech.com.bd/hp-probook-455-g9-ryzen-5-5625u-laptop,"RAM: 8GB  3200Mhz , Storage: 512GB SSD"
160,"HP ProBook 440 G9 Core i5 12th Gen 14"" FHD Laptop",HP,89500,https://www.startech.com.bd/hp-probook-440-g9-core-i5-12th-gen-laptop,"RAM: 8GB RAM, Storage: 512GB SSD"
161,"HP Pavilion 15-eg2073TU Core i5 12th Gen 15.6"" FHD Laptop",HP,92500,https://www.startech.com.bd/hp-pavilion-15-eg2073tu-core-i5-12th-gen-laptop,"RAM: 8GB RAM, Storage: 512GB SSD"
162,"Lenovo IdeaPad 5 Pro Ryzen 5 5600U 14"" 2.2K Laptop",Lenovo,93000,https://www.startech.com.bd/lenovo-ideapad-5-pro-ryzen-5-14-inch-laptop,RAM: 16GB DDR4 3200MHz
163,"ASUS ExpertBook P1 P1512CEA Core i7 11th Gen 15.6"" FHD Laptop",ASUS,86500,https://www.startech.com.bd/asus-expertbook-p1-p1512cea-core-i7-11th-gen-laptop,"RAM: 8GB 3200MHz, Storage: 512GB SSD"
164,"HP Pavilion 15-eg2074TU Core i5 12th Gen 15.6"" FHD Laptop",HP,93000,https://www.startech.com.bd/hp-pavilion-15-eg2074tu-core-i5-12th-gen-laptop,"RAM: 8GB RAM, Storage: 512GB SSD"
165,"Dell Inspiron 15 3520 Core i7 12th Gen 15.6"" FHD Laptop",Dell,92000,https://www.startech.com.bd/dell-inspiron-15-3520-core-i7-fhd-laptop,"RAM: 8GB RAM, Storage: 512GB SSD"
166,"Asus VivoBook 15 K513EQ Core i5 11th Gen 15.6"" FHD Laptop with Windows 11",Asus,94500,https://www.startech.com.bd/asus-vivobook-15-k513eq-core-i5-11th-gen-laptop,"RAM: 8GB DDR4, Storage: 512GB M.2 SSD"
167,"ASUS Vivobook Pro 15 M3500QA Ryzen 7 5800H 15.6"" FHD Laptop",ASUS,95500,https://www.startech.com.bd/asus-vivobook-pro-15-m3500qa-ryzen-7-5800h-laptop,"RAM: 8GB DDR4 RAM, Storage: 512GB M.2 NVMe PCIe 3.0 SSD"
168,"MSI GF63 THIN 11SC Core i5 11th Gen GTX 1650 4GB Graphics 15.6"" FHD 144hz Gaming Laptop with 2 Years Warranty",MSI,90900,https://www.startech.com.bd/msi-gf63-thin-11sc-core-i5-11th-gen-fhd-gaming-laptop,8GB DDR4 3200MHz RAM
169,"Asus VivoBook S15 S533EQ Core i5 11th Gen MX350 2GB Graphics 15.6"" FHD Laptop With Windows 11",Asus,96000,https://www.startech.com.bd/asus-vivobook-s15-s533eq-i5-11th-gen-fhd-laptop,"RAM: 8GB DDR4, Storage: 512G SSD"
170,"MSI GF63 THIN 11SC Core i5 11th Gen GTX 1650 4GB Graphics 15.6"" FHD Gaming Laptop",MSI,86000,https://www.startech.com.bd/msi-gf63-thin-11sc-core-i5-11th-gen-laptop,"RAM: 8GB DDR4 3200MHz, Storage: 256Gb SSD + 1TB HDD"
171,"Dell Vostro 14 3400 Core i7 11th Gen MX330 2GB Graphics 14"" FHD Laptop With Backlit Keyboard",Dell,85500,https://www.startech.com.bd/dell-vostro-14-3400-core-i7-laptop,"RAM: 8GB DDR4,  Storage: 512GB SSD"
172,"Dell Inspiron 15 3511 Core i7 11th Gen 512GB SSD MX350 2GB Graphics 15.6"" FHD Laptop",Dell,97000,https://www.startech.com.bd/dell-inspiron-15-3511-core-i7-11th-gen-2gb-graphics-laptop,"RAM: 8GB DDR4, Storage: 512GB NVMe SSD"
173,"Asus Vivobook S15 S513EA Core i5 11th Gen 15.6"" OLED FHD Laptop",Asus,97000,https://www.startech.com.bd/asus-vivobook-s15-s513ea-core-i5-11th-gen-oled-laptop,"RAM: 8GB DDR4, Storage: 512G SSD"
174,"ASUS ExpertBook B5 B5302CEA Core i5 11th Gen 13.3"" FHD Laptop",ASUS,97500,https://www.startech.com.bd/asus-expertbook-b5-b5302cea-core-i5-11th-gen-laptop,"RAM: 8GB 3200MHz, Storage: 512GB SSD"
175,"Acer Aspire 7 A715-51G Core i5 12th Gen GTX 1650 4GB Graphics 15.6"" FHD Gaming Laptop",Acer,98000,https://www.startech.com.bd/acer-aspire-7-a715-5g-core-i5-12th-gen-gaming-laptop,"RAM: 8GB DDR4, Storage: 512GB SSD"
176,"HUAWEI MateBook D16 Core i5 12th Gen 16"" FHD Laptop",HUAWEI,99000,https://www.startech.com.bd/huawei-matebook-d-16-core-i5-12th-gen-laptop,"RAM: 16GB LPDDR4X, Storage: 512GB SSD"
177,"Asus TUF Gaming F15 FX506LH Core i5 10th Gen GTX 1650 4GB Graphics 15.6"" FHD Gaming Laptop with Windows 11",Asus,99500,https://www.startech.com.bd/asus-tuf-gaming-f15-fx506lh-core-i5-10th-gen-laptop,"RAM: 8GB DDR4, Storage: 512GB SSD"
178,"Asus TUF Gaming F15 FX506LHB Core i5 10th Gen GTX 1650 4GB Graphics 15.6"" FHD Gaming Laptop",Asus,99500,https://www.startech.com.bd/asus-tuf-gaming-f15-fx506lhb-core-i5-10th-gen-laptop,"RAM: 8GB DDR4, Storage: 512GB SSD"
179,"MSI GF63 THIN 11SC Core i7 11th Gen GTX 1650 4GB Graphics 15.6"" FHD 144hz Gaming Laptop",MSI,99500,https://www.startech.com.bd/msi-gf63-thin-11sc-core-i7-11th-gen-fhd-gaming-laptop,"RAM: 8GB DDR4, Storage: 512GB SSD"
180,"ASUS ZenBook 14 UM425UA Ryzen 5 5500U 14"" FHD Laptop",ASUS,95000,https://www.startech.com.bd/asus-zenbook-14-um425ua-ryzen-5-5500u-laptop,"RAM: 8GB, Storage: 512GB SSD"
181,"Dell Inspiron 15 5510 Core i7 11th Gen 15"" FHD Laptop",Dell,101000,https://www.startech.com.bd/dell-inspiron-15-5510-core-i7-11th-gen-laptop,"RAM: 8GB, Storage: 512GB NVMe SSD"
182,"ASUS VivoBook 14X X1403ZA Core i5 12th Gen 14"" OLED Laptop",ASUS,102000,https://www.startech.com.bd/asus-vivobook-14x-x1403za-core-i5-12th-gen-oled-laptop,"RAM: 8GB DDR4, Storage: 512GB NVMe SSD"
183,"Asus VivoBook 15 S513EQ Core i5 11th Gen 8GB RAM 15.6"" OLED FHD Laptop",Asus,102500,https://www.startech.com.bd/asus-vivobook-15-s513eq-core-i5-11th-gen-fhd-laptop,"RAM: 8GB DDR4 (ON BOARD), Storage: 512GB M.2 SSD"
184,"Asus VivoBook 15 OLED K513EQ Core i5 11th Gen MX350 2GB Graphics 15.6"" FHD Laptop",Asus,103000,https://www.startech.com.bd/asus-vivobook-15-oled-k513eq-core-i5-laptop,RAM: 8GB DDR4 RAM
185,"Lenovo ThinkPad E14 Core i7 11th Gen 14"" FHD Laptop",Lenovo,103000,https://www.startech.com.bd/lenovo-thinkpad-e14-core-i7-11th-gen-laptop,Memory: 8GB DDR4L 3200MHz RAM
186,"Asus VivoBook 15 K513EQ Core i5 11th Gen 15.6"" OLED FHD Laptop",Asus,103000,https://www.startech.com.bd/asus-vivobook-15-k513eq-core-i5-11th-gen-oled-laptop,"RAM: 8GB DDR4, Storage: 512GB M.2 SSD"
187,"Lenovo IdeaPad Flex 5 Ryzen 7 5700U 14"" FHD Touch Laptop",Lenovo,103000,https://www.startech.com.bd/lenovo-ideapad-flex-5-ryzen-7-5700u-touch-laptop,"RAM: 16GB DDR4, Storage: 512GB SSD"
188,"HP Pavilion 15-eg2072tu Core i7 12th Gen 15.6"" FHD Laptop",HP,99500,https://www.startech.com.bd/hp-pavilion-15-eg2072tu-core-i7-12th-gen-laptop,"RAM: 8GB RAM, Storage: 512GB SSD"
189,"Dell Latitude 14 3420 Core i7 11th Gen 14"" FHD Laptop",Dell,108000,https://www.startech.com.bd/dell-latitude-14-3420-core-i7-11th-gen-fhd-laptop,"RAM: 8 GB 3200MHz, Storage: 512GB SSD"
190,"Lenovo IdeaPad Gaming 3i Core i5 11th Gen RTX 3050 4GB Graphics 15.6"" FHD Laptop",Lenovo,108000,https://www.startech.com.bd/lenovo-ideapad-gaming-3i-core-i5-11th-gen-full-hd-laptop,"RAM: 8GB DDR4 3200MHz, Storage: 512GB NVMe SSD"
191,"GIGABYTE G5 GD Core i5 11th Gen RTX 3050 4GB Graphics 15.6"" FHD Gaming Laptop",GIGABYTE,109000,https://www.startech.com.bd/gigabyte-g5-gd-core-i5-11th-gen-gaming-laptop,"RAM: 16GB (8GBx2) DDR4 3200MHz , Storage: 512GB SSD"
192,"Asus ZenBook 14 UX425EA Intel Core i5 1135G7 11th Gen 14"" FHD WV Laptop",Asus,109000,https://www.startech.com.bd/asus-zenbook-14-ux425ea-intel-core-i5-1135g7-14-inch-fhd-laptop,"RAM: 8GB DDR4 2666MHz, Storage: 512GB SSD"
193,"Asus ExpertBook B1 B1400CEAE Core i7 11th Gen 14"" FHD Laptop",Asus,110000,https://www.startech.com.bd/asus-expertbook-b1-b1400ceae-core-i7-11th-gen-laptop,"RAM: 16GB 3200MHz, Storage: 512GB M.2 SSD"
194,"Asus VivoBook 15 X513EP Core i7 11th Gen MX330 2GB Graphics 15.6"" FHD Laptop With Windows 11",Asus,112000,https://www.startech.com.bd/asus-vivobook-15-x513ep-core-i7-11th-gen-fhd-laptop,"RAM: 8GB DDR4 (ON BOARD), Storage: 512GB M.2 SSD"
195,"Acer Aspire 7 A715-51G Core i5 12th Gen RTX 3050 4GB Graphics 15.6"" FHD Gaming Laptop",Acer,112000,https://www.startech.com.bd/acer-aspire-7-a715-51g-core-i5-12th-gen-gaming-laptop,"RAM: 8GB DDR4, Storage: 512GB SSD"
196,"Lenovo ThinkPad L14 Gen 3 Core i5 12th Gen 14"" FHD Business Laptop",Lenovo,112500,https://www.startech.com.bd/lenovo-thinkpad-l14-gen-3-core-i5-12th-gen-fhd-laptop,"RAM: 8GB RAM, Storage: 512GB SSD"
197,"Apple MacBook Air 13.3-Inch Retina Display 8-core Apple M1 chip with 8GB RAM, 256GB SSD (MGN63) Space Gray",Apple,108000,https://www.startech.com.bd/apple-macbook-air-13-3-inch-m1-chip-laptop-256gb-ssd,"RAM: 8GB, Storage: 256GB SSD"
198,"Apple MacBook Air 13.3-Inch Retina Display 8-core Apple M1 chip with 8GB RAM, 256GB SSD (MGND3) Gold",Apple,113000,https://www.startech.com.bd/apple-macbook-air-13-3-inch-m1-chip-laptop-256gb-ssd-gold,"RAM: 8GB, Storage: 256GB SSD"
199,"Asus VivoBook 15 K513EQ Core i7 11th Gen 15.6"" FHD Laptop",Asus,113000,https://www.startech.com.bd/asus-vivobook-15-k513eq-core-i7-11th-gen-laptop,Memory: 8GB DDR4 RAM (Onboard)
200,"ASUS ZenBook 14 UM425UA Ryzen 7 5700U 14"" FHD Laptop with Windows 11",ASUS,113000,https://www.startech.com.bd/asus-zenbook-14-um425ua-laptop,"RAM: 16GB, Storage: 512GB SSD"
201,"Asus VivoBook 15 K513EQ Core i7 11th Gen 15.6"" FHD Laptop with Windows 11",Asus,113000,https://www.startech.com.bd/asus-vivobook-15-k513eq-core-i7-11th-gen-fhd-laptop,"RAM: 8GB DDR4, Storage: 512GB M.2 SSD"
202,"ASUS VivoBook Pro 15 K3500PA Core i7 11th Gen 15.6"" FHD Laptop",ASUS,115000,https://www.startech.com.bd/asus-vivobook-pro-15-k3500pa-11th-gen-core-i7-laptop,8GB DDR4 RAM (On Board)
203,"Asus VivoBook 14 K413EQ Core i7 11th Gen 14"" FHD Laptop",Asus,115000,https://www.startech.com.bd/asus-vivobook-14-k413eq-core-i7-11th-gen-fhd-laptop,RAM: 16GB DDR4; Storage: 512GB SSD
204,"MSI Bravo 15 B5DD Ryzen 5 5600H RX 5500M 4GB Graphics 15.6"" FHD 144Hz Gaming Laptop",MSI,115000,https://www.startech.com.bd/msi-bravo-15-b5dd-ryzen-5-5600h-gaming-laptop,"RAM: 8GB DDR4, Storage: 512GB SSD"
205,Asus ExpertBook B3 Flip B3402FEA Core i7 16gb Ram 14-inch 360° FHD Touch Laptop,Asus,100500,https://www.startech.com.bd/asus-expertbook-b3-flip-b3402fea-i7-11th-gen-laptop,"RAM: 16GB 3200MHz, Storage: 512GB M.2 SSD"
206,"MSI GF63 THIN 11UC Core i5 11th Gen 512GB SSD RTX 3050 Max-Q 4GB Graphics 15.6"" FHD Gaming Laptop",MSI,110000,https://www.startech.com.bd/msi-gf63-thin-11uc-core-i5-11th-gen-gaming-laptop,"RAM: 8GB DDR4 3200MHz, Storage: 512GB SSD"
207,"Asus VivoBook 15 S513EQ Core i7 11th Gen MX350 2GB Graphics 15.6"" FHD OLED Laptop",Asus,118000,https://www.startech.com.bd/asus-vivobook-15-s513eq-core-i7-11th-gen-mx350-2gb-graphics-fhd-oled-laptop,"RAM: 8GB DDR4 (ONBOARD), Storage: 512GB M.2 SSD"
208,"ASUS ZenBook 14X UX5401EA Core i5 11th Gen 14"" 2.8K OLED Touch Laptop",ASUS,119000,https://www.startech.com.bd/asus-zenbook-14x-ux5401ea-touch-laptop,8GB LPDDR4X RAM (On Board)
209,"Asus VivoBook 15 S513EQ Core i7 11th Gen MX350 2GB Graphics 15.6"" FHD Laptop",Asus,119000,https://www.startech.com.bd/asus-vivobook-15-s513eq-core-i7-11th-gen-mx350-2gb-graphics-laptop,"RAM: 8GB DDR4 (ONBOARD), Storage: 512GB M.2 SSD"
210,"Lenovo IdeaPad Slim 5i Pro Core i5 11th Gen MX450 2GB Graphics 16"" Laptop With 3 Years Warranty",Lenovo,121000,https://www.startech.com.bd/lenovo-ideapad-slim-5i-pro-i5-11th-gen-laptop,"RAM: 16GB, Storage: 512GB SSD"
211,"Lenovo ThinkPad L14 Gen 3 Core i7 12th Gen 14"" FHD Business Laptop",Lenovo,127500,https://www.startech.com.bd/lenovo-thinkpad-l14-gen-3-core-i7-12th-gen-fhd-laptop,"RAM: 8GB RAM, Storage: 512GB SSD"
212,"Microsoft Surface Pro 8 Core i5 11th Gen 8GB RAM 256GB SSD 13"" MultiTouch 2-in-1 Detachable Laptop (8PQ-00028)",Microsoft,129000,https://www.startech.com.bd/microsoft-surface-pro-8-core-i5-13-inch-2-in-1-laptop,RAM: 8GB LPDDR4x RAM
213,"Asus ZenBook 14 OLED UM3402YA Ryzen 5 5625U 14"" WQHD Laptop",Asus,129500,https://www.startech.com.bd/asus-zenbook-14-oled-um3402ya-ryzen-5-5625u-14-inch-laptop,"RAM: 16GB, Storage: 512GB SSD"
214,"Asus ZenBook 14 Flip OLED UN5401QA Ryzen 5 5600H 14"" 2.8K OLED Touch Laptop",Asus,130000,https://www.startech.com.bd/asus-zenbook-14-flip-oled-un5401qa-ryzen-5-touch-laptop,"RAM: 16GB, Storage: 512GB SSD"
215,"Asus Vivobook S 16X S5602ZA Core i5 12th Gen 16"" WQXGA Display Laptop",Asus,130000,https://www.startech.com.bd/asus-vivobook-s-16x-s5602za-i5-12th-gen-laptop,"Ram: 16GB DDR4, Storage: 512GB SSD"
216,"Dell Inspiron 16 5620 Core i7 12th Gen 16"" FHD+ Laptop",Dell,134000,https://www.startech.com.bd/dell-inspiron-16-5620-core-i7-12th-gen-laptop,"RAM: 16GB DDR4, Storage: 512GB SSD"
217,"ASUS Vivobook Pro 15 M3500QC Ryzen 5 5600H RTX 3050 4GB Graphics 15.6"" FHD Laptop",ASUS,135000,https://www.startech.com.bd/asus-vivobook-pro-15-m3500qc-ryzen-5-laptop,"Memory: 16GB DDR4, Storage: 512GB SSD"
218,"Asus ZenBook 14 Flip OLED UP5401EA Core i5 11th Gen 14"" 2.8K OLED Touch Laptop",Asus,135000,https://www.startech.com.bd/asus-zenbook-14-flip-oled-up5401ea-core-i5-11th-gen-laptop,Memory: 8GB LPDDR4X RAM on board
219,"Lenovo IdeaPad Gaming 3i Core i7 11th Gen GTX 1650 4GB Graphics 15.6"" FHD Laptop With 3 Years Warranty",Lenovo,136000,https://www.startech.com.bd/lenovo-ideapad-gaming-3i-core-i7-11th-gen-fhd-laptop,Memory: 16GB DDR4 3200MHz RAM
220,"Asus ZenBook 14 OLED UM3402YA Ryzen 7 5825U 14"" WQHD Laptop",Asus,139500,https://www.startech.com.bd/asus-zenbook-14-oled-um3402ya-ryzen-7-5825U-14-inch-laptop,"RAM: 16GB, Storage: 512GB SSD"
221,"Lenovo IdeaPad Slim 5i Pro Core i7 11th Gen MX450 2GB Graphics 14"" 2.2K Laptop",Lenovo,140000,https://www.startech.com.bd/lenovo-ideapad-slim-5i-pro-core-i7-11th-gen-laptop,Memory: 16GB DDR4 3200MHz RAM
222,"MSI Prestige 14 A11SB Core i7 11th Gen MX450 2GB Graphics 14"" FHD Laptop",MSI,140000,https://www.startech.com.bd/msi-prestige-14-a11sb-core-i7-11th-gen-fhd-laptop,"RAM: 16GB LPDDR4x, Storage: 1TB PCIe SSD"
